Research_ID,True_Label,Was_Changed_By_Cleaning,Phrases_Found_Count,Original_Text,Cleaned_Text,Arm_A_Predicted,Arm_B_Predicted,Arm_A_Correct,Arm_B_Correct,Cleaning_Helped,Cleaning_Hurt
WEB-145,Unauthorized Allocation / Transfer / Use,False,0,A state land parcel granted for one approved purpose was reportedly used for a different business activity without formal authorization. The matter was raised as a governance concern requiring documentary verification.,A state land parcel granted for one approved purpose was reportedly used for a different business activity without formal authorization. The matter was raised as a governance concern requiring documentary verification.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-146,Unauthorized Allocation / Transfer / Use,False,0,The lessee allegedly changed the approved use of the state property and continued operations without a revised lease condition. The allegation should be checked against the lease agreement and official file history.,The lessee allegedly changed the approved use of the state property and continued operations without a revised lease condition. The allegation should be checked against the lease agreement and official file history.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-147,Unauthorized Allocation / Transfer / Use,False,0,The lessee allegedly expanded occupation beyond the surveyed lease boundary onto adjoining government land.,The lessee allegedly expanded occupation beyond the surveyed lease boundary onto adjoining government land.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-148,Unauthorized Allocation / Transfer / Use,False,0,A complaint states that structures and fencing extended outside the approved lease area onto additional state land.,A complaint states that structures and fencing extended outside the approved lease area onto additional state land.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-149,Unauthorized Allocation / Transfer / Use,False,0,Occupation reportedly spread beyond the leased parcel without a supplementary allocation or survey approval.,Occupation reportedly spread beyond the leased parcel without a supplementary allocation or survey approval.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-150,Unauthorized Allocation / Transfer / Use,False,0,The user of the leasehold allegedly incorporated neighbouring government land into the site without authorization.,The user of the leasehold allegedly incorporated neighbouring government land into the site without authorization.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-151,Unauthorized Allocation / Transfer / Use,False,0,The lessee allegedly expanded occupation beyond the surveyed lease boundary onto adjoining government land. The file reportedly contained no documented approval for the deviation.,The lessee allegedly expanded occupation beyond the surveyed lease boundary onto adjoining government land. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-152,Unauthorized Allocation / Transfer / Use,False,0,A third-party enterprise was allegedly operating from the state-leased property even though the lease was granted to a different entity.,A third-party enterprise was allegedly operating from the state-leased property even though the lease was granted to a different entity.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-153,Unauthorized Allocation / Transfer / Use,False,0,The approved lessee allegedly allowed another company to use the land without recording the arrangement with the lessor.,The approved lessee allegedly allowed another company to use the land without recording the arrangement with the lessor.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-154,Unauthorized Allocation / Transfer / Use,False,0,A complaint states that the beneficiary named in the lease was no longer the actual operator occupying the property.,A complaint states that the beneficiary named in the lease was no longer the actual operator occupying the property.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-155,Unauthorized Allocation / Transfer / Use,False,0,The leased land was allegedly used by an unrelated party without an authorized transfer or sublease.,The leased land was allegedly used by an unrelated party without an authorized transfer or sublease.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-156,Unauthorized Allocation / Transfer / Use,False,0,A third-party enterprise was allegedly operating from the state-leased property even though the lease was granted to a different entity. The file reportedly contained no documented approval for the deviation.,A third-party enterprise was allegedly operating from the state-leased property even though the lease was granted to a different entity. The file reportedly contained no documented approval for the deviation.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-157,Unauthorized Allocation / Transfer / Use,False,0,Permanent structures were allegedly built on the leased government land without the approvals required under the lease conditions.,Permanent structures were allegedly built on the leased government land without the approvals required under the lease conditions.,Protected / Environmental Lease Misuse,Unauthorized Allocation / Transfer / Use,False,True,True,False
WEB-158,Unauthorized Allocation / Transfer / Use,False,0,The lessee reportedly carried out major development beyond the approved plan for the state property.,The lessee reportedly carried out major development beyond the approved plan for the state property.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-159,Unauthorized Allocation / Transfer / Use,False,0,Construction allegedly commenced before development permission and lease-condition clearance were obtained.,Construction allegedly commenced before development permission and lease-condition clearance were obtained.,Administrative / Procedural / Integrity,Administrative / Procedural / Integrity,False,False,False,False
WEB-160,Unauthorized Allocation / Transfer / Use,False,0,A complaint states that additional buildings were erected on the leasehold without formal consent from the responsible authority.,A complaint states that additional buildings were erected on the leasehold without formal consent from the responsible authority.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,True,True,False,False
WEB-161,Unauthorized Allocation / Transfer / Use,False,0,Permanent structures were allegedly built on the leased government land without the approvals required under the lease conditions. The file reportedly contained no documented approval for the deviation.,Permanent structures were allegedly built on the leased government land without the approvals required under the lease conditions. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,False,False,False,False
WEB-162,Protected / Environmental Lease Misuse,False,0,A lease-related development allegedly extended into a protected or conservation area adjacent to the approved state-land parcel.,A lease-related development allegedly extended into a protected or conservation area adjacent to the approved state-land parcel.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-163,Protected / Environmental Lease Misuse,False,0,The lessee reportedly occupied land beyond the lease boundary within an environmentally protected zone.,The lessee reportedly occupied land beyond the lease boundary within an environmentally protected zone.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-164,Protected / Environmental Lease Misuse,False,0,A complaint alleges that development associated with the lease encroached on land subject to conservation restrictions.,A complaint alleges that development associated with the lease encroached on land subject to conservation restrictions.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-165,Protected / Environmental Lease Misuse,False,0,Activities on the leased site allegedly expanded into a buffer or protected area without environmental authorization.,Activities on the leased site allegedly expanded into a buffer or protected area without environmental authorization.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-166,Protected / Environmental Lease Misuse,False,0,A lease-related development allegedly extended into a protected or conservation area adjacent to the approved state-land parcel. The file reportedly contained no documented approval for the deviation.,A lease-related development allegedly extended into a protected or conservation area adjacent to the approved state-land parcel. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-167,Protected / Environmental Lease Misuse,False,0,The lessee reportedly occupied land beyond the lease boundary within an environmentally protected zone. The matter was raised as a governance concern requiring documentary verification.,The lessee reportedly occupied land beyond the lease boundary within an environmentally protected zone. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-168,Protected / Environmental Lease Misuse,False,0,A complaint alleges that development associated with the lease encroached on land subject to conservation restrictions. The allegation should be checked against the lease agreement and official file history.,A complaint alleges that development associated with the lease encroached on land subject to conservation restrictions. The allegation should be checked against the lease agreement and official file history.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-169,Protected / Environmental Lease Misuse,False,0,Activities on the leased site allegedly expanded into a buffer or protected area without environmental authorization. The complaint does not by itself establish wrongdoing and requires institutional verification.,Activities on the leased site allegedly expanded into a buffer or protected area without environmental authorization. The complaint does not by itself establish wrongdoing and requires institutional verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-170,Protected / Environmental Lease Misuse,False,0,A state-land lease project in Polonnaruwa allegedly involved clearing or filling a wetland area beyond the approved development footprint.,A state-land lease project in Polonnaruwa allegedly involved clearing or filling a wetland area beyond the approved development footprint.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-171,Protected / Environmental Lease Misuse,False,0,Mangrove vegetation adjacent to the leased property was allegedly removed during site preparation without the required environmental clearance.,Mangrove vegetation adjacent to the leased property was allegedly removed during site preparation without the required environmental clearance.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-172,Protected / Environmental Lease Misuse,False,0,A complaint states that drainage and filling works on the leasehold affected a nearby wetland protected from unauthorized alteration.,A complaint states that drainage and filling works on the leasehold affected a nearby wetland protected from unauthorized alteration.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-173,Protected / Environmental Lease Misuse,False,0,Development on the leased state land allegedly caused unauthorized disturbance to mangrove or marsh habitat.,Development on the leased state land allegedly caused unauthorized disturbance to mangrove or marsh habitat.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-174,Protected / Environmental Lease Misuse,False,0,A state-land lease project in Anuradhapura allegedly involved clearing or filling a wetland area beyond the approved development footprint. The file reportedly contained no documented approval for the deviation.,A state-land lease project in Anuradhapura allegedly involved clearing or filling a wetland area beyond the approved development footprint. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-175,Protected / Environmental Lease Misuse,False,0,Mangrove vegetation adjacent to the leased property was allegedly removed during site preparation without the required environmental clearance. The matter was raised as a governance concern requiring documentary verification.,Mangrove vegetation adjacent to the leased property was allegedly removed during site preparation without the required environmental clearance. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-176,Protected / Environmental Lease Misuse,False,0,A complaint states that drainage and filling works on the leasehold affected a nearby wetland protected from unauthorized alteration. The allegation should be checked against the lease agreement and official file history.,A complaint states that drainage and filling works on the leasehold affected a nearby wetland protected from unauthorized alteration. The allegation should be checked against the lease agreement and official file history.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-177,Protected / Environmental Lease Misuse,False,0,"The lessee allegedly extracted soil, sand, stone, or other material from the state land without authorization under the lease.","The lessee allegedly extracted soil, sand, stone, or other material from the state land without authorization under the lease.",Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,False,False,False,False
WEB-178,Protected / Environmental Lease Misuse,False,0,A land parcel leased for another purpose was reportedly used for quarrying or material extraction without the required permit.,A land parcel leased for another purpose was reportedly used for quarrying or material extraction without the required permit.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,False,False,False,False
WEB-179,Protected / Environmental Lease Misuse,False,0,A complaint alleges that commercial extraction activity occurred on the leasehold contrary to its approved use and environmental conditions.,A complaint alleges that commercial extraction activity occurred on the leasehold contrary to its approved use and environmental conditions.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-180,Protected / Environmental Lease Misuse,False,0,Material was allegedly removed from the leased government land beyond what was permitted for site development.,Material was allegedly removed from the leased government land beyond what was permitted for site development.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-181,Protected / Environmental Lease Misuse,False,0,"The lessee allegedly extracted soil, sand, stone, or other material from the state land without authorization under the lease. The file reportedly contained no documented approval for the deviation.","The lessee allegedly extracted soil, sand, stone, or other material from the state land without authorization under the lease. The file reportedly contained no documented approval for the deviation.",Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,False,False,False,False
WEB-182,Protected / Environmental Lease Misuse,False,0,A land parcel leased for another purpose was reportedly used for quarrying or material extraction without the required permit. The matter was raised as a governance concern requiring documentary verification.,A land parcel leased for another purpose was reportedly used for quarrying or material extraction without the required permit. The matter was raised as a governance concern requiring documentary verification.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,False,False,False,False
WEB-183,Protected / Environmental Lease Misuse,False,0,Vegetation and trees on a state-land leasehold were allegedly cleared beyond the area approved for development.,Vegetation and trees on a state-land leasehold were allegedly cleared beyond the area approved for development.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-184,Protected / Environmental Lease Misuse,False,0,A complaint states that forested land adjoining the approved lease footprint was cleared during project expansion.,A complaint states that forested land adjoining the approved lease footprint was cleared during project expansion.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-185,Protected / Environmental Lease Misuse,False,0,The lessee allegedly removed protected trees or natural vegetation without the environmental approvals required by the lease.,The lessee allegedly removed protected trees or natural vegetation without the environmental approvals required by the lease.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-186,Protected / Environmental Lease Misuse,False,0,Site development reportedly involved unauthorized clearing of forest cover on government land.,Site development reportedly involved unauthorized clearing of forest cover on government land.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-187,Protected / Environmental Lease Misuse,False,0,Vegetation and trees on a state-land leasehold were allegedly cleared beyond the area approved for development. The file reportedly contained no documented approval for the deviation.,Vegetation and trees on a state-land leasehold were allegedly cleared beyond the area approved for development. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-188,Protected / Environmental Lease Misuse,False,0,A complaint states that forested land adjoining the approved lease footprint was cleared during project expansion. The matter was raised as a governance concern requiring documentary verification.,A complaint states that forested land adjoining the approved lease footprint was cleared during project expansion. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-189,Protected / Environmental Lease Misuse,False,0,Development on coastal state land allegedly extended into a restricted shoreline area outside the approved lease boundary.,Development on coastal state land allegedly extended into a restricted shoreline area outside the approved lease boundary.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-190,Protected / Environmental Lease Misuse,False,0,A tourism lease on an island or coastal parcel allegedly involved construction in an area subject to environmental restrictions.,A tourism lease on an island or coastal parcel allegedly involved construction in an area subject to environmental restrictions.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-191,Protected / Environmental Lease Misuse,False,0,"A complaint alleges unauthorized alteration of dunes, beach frontage, or coastal vegetation associated with a state-land lease.","A complaint alleges unauthorized alteration of dunes, beach frontage, or coastal vegetation associated with a state-land lease.",Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-192,Protected / Environmental Lease Misuse,False,0,The lessee reportedly expanded tourism facilities into environmentally sensitive coastal land without approval.,The lessee reportedly expanded tourism facilities into environmentally sensitive coastal land without approval.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-193,Protected / Environmental Lease Misuse,False,0,Development on coastal state land allegedly extended into a restricted shoreline area outside the approved lease boundary. The file reportedly contained no documented approval for the deviation.,Development on coastal state land allegedly extended into a restricted shoreline area outside the approved lease boundary. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-194,Protected / Environmental Lease Misuse,False,0,A tourism lease on an island or coastal parcel allegedly involved construction in an area subject to environmental restrictions. The matter was raised as a governance concern requiring documentary verification.,A tourism lease on an island or coastal parcel allegedly involved construction in an area subject to environmental restrictions. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-195,Protected / Environmental Lease Misuse,False,0,A state-land leasehold was allegedly used for dumping waste or discharging pollutants contrary to the approved land use.,A state-land leasehold was allegedly used for dumping waste or discharging pollutants contrary to the approved land use.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-196,Protected / Environmental Lease Misuse,False,0,Industrial activity on the leased government land allegedly caused contamination without the required environmental controls.,Industrial activity on the leased government land allegedly caused contamination without the required environmental controls.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-197,Protected / Environmental Lease Misuse,False,0,A complaint states that waste was stored or disposed of on the leasehold in a manner inconsistent with lease and environmental conditions.,A complaint states that waste was stored or disposed of on the leasehold in a manner inconsistent with lease and environmental conditions.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-198,Protected / Environmental Lease Misuse,False,0,The lessee allegedly used part of the state property for hazardous or polluting activity that had not been approved.,The lessee allegedly used part of the state property for hazardous or polluting activity that had not been approved.,Unauthorized Allocation / Transfer / Use,Unauthorized Allocation / Transfer / Use,False,False,False,False
WEB-199,Protected / Environmental Lease Misuse,False,0,A state-land leasehold was allegedly used for dumping waste or discharging pollutants contrary to the approved land use. The file reportedly contained no documented approval for the deviation.,A state-land leasehold was allegedly used for dumping waste or discharging pollutants contrary to the approved land use. The file reportedly contained no documented approval for the deviation.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
WEB-200,Protected / Environmental Lease Misuse,False,0,Industrial activity on the leased government land allegedly caused contamination without the required environmental controls. The matter was raised as a governance concern requiring documentary verification.,Industrial activity on the leased government land allegedly caused contamination without the required environmental controls. The matter was raised as a governance concern requiring documentary verification.,Protected / Environmental Lease Misuse,Protected / Environmental Lease Misuse,True,True,False,False
